student_id,first_name,last_name,email,age,year_level,course,section,gpa,units_enrolled,tuition_fee,scholarship,region,contact_no,student_status
2021-04143,Alejandra,Williams,alejandra.williams@school.edu.ph,25.0,1st Year,BS Computer Science,D,1.89,21.0,35898.39,No,CAR,09904235048,Regular
2021-02798,Lori,Terry,lori.terry@school.edu.ph,25.0,3rd Year,BS Computer Science,B,3.0,18.0,34288.83,No,Region VIII,09865160823,Regular
2021-02792,Michael,Walters,michael.walters@school.edu.ph,23.0,FOURTH YEAR,BS Accountancy,A,1.26,21.0,32243.07,No,Region III,09468553408,REGULAR
2021-08893,David,Evans,david.evans@school.edu.ph,21.0,4th Year,BS Architecture,B,2.31,18.0,41920.61,Yes,Region V,09620540297,Regular
2021-04239,David,Roberts,david.roberts@school.edu.ph,18.0,3rd Year,BS Information Technology,A,1.8,18.0,44505.1,No,Region VI,09197009970,Irregular
2021-06866,Jennifer,Galloway,jennifer.galloway@school.edu.ph,25.0,Year 1,BS Nursing,D,2.44,24.0,54425.77,No,Region III,09396145911,Irregular
2021-03727,Derrick,Reed,derrick.reed@school.edu.ph,17.0,1st Year,BS Nursing,C,2.09,21.0,46842.52,No,Region II,09882386441,Transferee
2021-00574,Heather,Marshall,heather.marshall@school.edu.ph,20.0,THIRD YEAR,BS Business Administration,A,2.78,21.0,51577.4,No,Region V,09936984208,transfer
2021-04000,Alexis,Estes,alexis.estes@school.edu.ph,25.0,first year,BS Tourism,B,1.73,18.0,35925.29,No,Region II,09764918032,Irregular
2021-06384,Bill,Pearson,bill.pearson@school.edu.ph,18.0,FIRST YEAR,BS Civil Engineering,D,1.99,21.0,47503.68,No,Region III,,Regular
2021-05045,Teresa,Myers,teresa.myers@school.edu.ph,20.0,Year 3,BS Tourism,B,2.36,18.0,39818.29,No,NCR,09117214207,REGULAR
2021-00193,Daniel,Bennett,daniel.bennett@school.edu.ph,23.0,4th Year,BS Education,B,2.55,18.0,39988.37,No,Region III,09678603686,Regular
2021-06361,Robin,Guerra,robin.guerra@school.edu.ph,16.0,1st Year,BS Accountancy,C,2.56,21.0,49350.98,Yes,Region VII,09210472590,Returnee
2021-09736,Isabella,Martinez,isabella.martinez@school.edu.ph,16.0,3rd Year,BS Civil Engineering,A,2.34,18.0,31069.94,No,BARMM,09100852145,Regular
2021-05573,Jamie,Munoz,jamie.munoz@school.edu.ph,26.0,4th Year,BS Accountancy,B,2.64,18.0,34200.48,No,NCR,09957278208,Regular
2021-08213,Michelle,Huang,michelle.huang@school.edu.ph,16.0,1st Year,BS Nursing,D,2.29,18.0,39311.27,No,Region IV-B,09958754004,Regular
2021-00285,Michael,Marsh,michael.marsh@school.edu.ph,18.0,2nd Year,BS Accountancy,A,1.36,21.0,34670.65,No,BARMM,09167678760,Regular
2021-05977,Ariana,Wallace,ariana.wallace@school.edu.ph,22.0,1st Year,BS Business Administration,A,1.53,21.0,40427.08,No,Region X,09288378546,reg
2021-00330,Christopher,Flores,christopher.flores@school.edu.ph,22.0,1st Year,BS Civil Engineering,A,2.82,18.0,35568.25,No,CAR,09150857432,Regular
2021-07509,Nicole,Moore,nicole.moore@school.edu.ph,20.0,3rd Year,BS Computer Science,A,2.63,18.0,38350.44,Yes,Region II,09370012445,regular
2021-04137,Harold,Stokes,harold.stokes@school.edu.ph,20.0,3rd Year,BS Architecture,B,1.63,18.0,33902.93,No,Region II,09678168142,Regular
2021-06310,Heidi,Livingston,heidi.livingston@school.edu.ph,18.0,3rd Year,BS Tourism,B,2.23,15.0,26426.78,No,Region III,09312695284,IRREGULAR
2021-01795,Shaun,Clark,shaun.clark@school.edu.ph,18.0,1st Year,BS Education,D,2.8,21.0,50353.01,No,BARMM,09150080758,reg
2021-01856,Andrew,Mathis,andrew.mathis@school.edu.ph,26.0,1st Year,BS Nursing,A,2.94,21.0,36000.3,Yes,BARMM,09476952556,Irregular
2021-04608,Vanessa,Ward,vanessa.ward@school.edu.ph,16.0,FIRST YEAR,BS Computer Science,B,1.65,18.0,PHP 32662.73,No,Region V,09539450487,Regular
2021-05070,Tyler,Robinson,tyler.robinson@school.edu.ph,21.0,1st Year,BS Education,C,1.31,18.0,32648.28,,Region III,09637726803,Transferee
2021-04952,Alex,Houston,alex.houston@school.edu.ph,22.0,1st Year,BS Architecture,D,3.04,21.0,51491.04,No,Region VII,09681728641,Regular
2021-00663,Stacy,Griffin,stacy.griffin@school.edu.ph,25.0,3rd Year,BS Civil Engineering,B,3.37,18.0,39294.29,Yes,CAR,09438210820,Regular
2021-02746,David,Bush,david.bush@school.edu.ph,25.0,THIRD YEAR,BS Nursing,B,2.45,15.0,23398.44,No,Region III,09883452833,Regular
2021-05521,Joshua,Stone,joshua.stone@school.edu.ph,21.0,4th Year,BS Education,B,1.57,21.0,37710.3,No,NCR,09936656658,Irregular
2021-02593,Tyler,Roman,tyler.roman@school.edu.ph,19.0,2nd Year,BS Psychology,C,1.96,18.0,27386.62,No,Region VIII,09264272446,Regular
2021-05071,Meredith,Bradford,meredith.bradford@school.edu.ph,26.0,2nd Year,BS Architecture,B,3.11,15.0,35558.47,No,Region III,09175191770,Returnee
2021-07728,Melissa,Fox,melissa.fox@school.edu.ph,20.0,2nd Year,BS Psychology,A,1.5,21.0,40081.76,No,CAR,09563053223,Regular
2021-00796,Adam,Townsend,adam.townsend@school.edu.ph,25.0,Year 4,BS Business Administration,A,3.26,24.0,54471.5,No,Region II,09421666977,transferee
2021-08510,Robin,Ruiz,robin.ruiz@school.edu.ph,26.0,FIRST YEAR,BS Tourism,B,1.55,21.0,34698.19,No,CAR,09776644713,Transferee
2021-04768,Christopher,Mitchell,christopher.mitchell@school.edu.ph,16.0,FIRST YEAR,BS Psychology,A,2.35,21.0,43907.24,Yes,Region XII,09816631231,REGULAR
2021-06351,Jose,Morris,jose.morris@school.edu.ph,18.0,first year,BS Civil Engineering,C,2.4,21.0,36699.36,No,Region X,09394279862,Irregular
2021-02102,Faith,Martinez,faith.martinez@school.edu.ph,16.0,2,BS Information Technology,C,1.26,21.0,48448.25,No,Region I,09192854993,Irregular
2021-09314,Erika,Owens,erika.owens@school.edu.ph,19.0,2nd Year,BS Accountancy,B,1.9,21.0,51141.32,No,BARMM,09441763153,REGULAR
2021-07789,Jo,Nichols,jo.nichols@school.edu.ph,22.0,1st Year,BS Business Administration,B,2.46,15.0,37441.85,No,CAR,09967326234,Regular
2021-04886,Carla,Hall,carla.hall@school.edu.ph,17.0,4th Year,BS Tourism,A,2.1,21.0,34246.6,No,Region II,09917506752,Transferee
2021-03920,Christopher,Moore,christopher.moore@school.edu.ph,16.0,3rd Year,BS Information Technology,A,1.94,21.0,45856.32,Yes,Region VIII,09613641773,Regular
2021-08901,Melanie,Stokes,melanie.stokes@school.edu.ph,21.0,2nd Year,BS Psychology,B,,21.0,33619.16,No,CAR,09696182986,Regular
2021-08817,Susan,Sparks,susan.sparks@school.edu.ph,18.0,2nd Year,BS Nursing,B,N/A,21.0,32798.46,No,BARMM,09173777969,Regular
2021-04585,Elizabeth,Robles,elizabeth.robles@school.edu.ph,22.0,3rd Year,BS Tourism,A,1.47,18.0,43689.07,Yes,Region II,09581735140,IRREG
2021-03887,John,Bowman,john.bowman@school.edu.ph,17.0,FOURTH YEAR,BS Nursing,A,1.39,18.0,41853.2,Yes,Region V,09695767741,Reg
2021-01300,Mary,Nguyen,mary.nguyen@school.edu.ph,21.0,3rd Year,BS Nursing,A,1.57,24.0,39698.81,No,Region IV-B,09676228471,Transferee
2021-05608,Lauren,Ruiz,lauren.ruiz@school.edu.ph,17.0,4th Year,BS Accountancy,A,1.07,21.0,35090.05,Yes,BARMM,09840982303,Returnee
2021-09159,Angela,Garcia,angela.garciaschool.edu.ph,19.0,Year 3,BS Architecture,A,2.4,18.0,31307.7,Yes,Region XI,09652105521,Irregular
2021-07892,Robert,Haynes,robert.haynes@school.edu.ph,16.0,2nd Year,BS Architecture,B,3.07,18.0,42628.5,No,Region I,09314842361,reg
2021-06183,Regina,Terry,regina.terry@school.edu.ph,24.0,1st Year,BS Tourism,B,3.47,15.0,28903.89,Yes,BARMM,09282156180,Regular
2021-01196,Brenda,Ferguson,brenda.ferguson@school.edu.ph,25.0,4th Year,BS Education,A,1.69,21.0,38430.14,No,Region II,09342289595,Regular
2021-08794,Katherine,Santos,katherine.santos@school.edu.ph,24.0,Third Year,BS Business Administration,B,1.74,15.0,32220.1,No,Region IX,09659440441,Irregular
2021-02867,Elizabeth,Moyer,elizabeth.moyer@school.edu.ph,26.0,2nd Year,BS Information Technology,C,2.17,18.0,33414.88,Yes,BARMM,09252584053,Transferee
2021-03816,Kaitlyn,Keith,kaitlyn.keith@school.edu.ph,17.0,2nd Year,BS Business Administration,C,2.35,21.0,34446.92,Yes,CAR,09482919961,Regular
2021-07206,Jon,Miller,jon.miller@school.edu.ph,21.0,1st Year,BS Information Technology,C,2.46,21.0,41750.57,YES,BARMM,09931839255,Regular
2021-02773,Robert,Brooks,robert.brooks@school.edu.ph,19.0,3rd Year,BS Education,B,2.27,15.0,33977.17,No,Region IV-B,09573204730,regular
2021-03020,Brandon,Rowe,brandon.rowe@school.edu.ph,16.0,3rd Year,BS Computer Science,A,1.19,18.0,29086.91,No,Region V,09418535146,Regular
2021-09560,Brandon,Boyle,brandon.boyle@school.edu.ph,21.0,2,BS Psychology,A,2.53,15.0,27938.53,Yes,Region I,09534938557,Transferee
2021-01247,Alice,Ray,alice.ray@school.edu.ph,25.0,1st Year,BS Civil Engineering,B,2.05,18.0,32472.9,No,Region V,09605136666,Irregular
2021-05934,Joshua,Ortiz,joshua.ortiz@school.edu.ph,26.0,4th Year,BS Computer Science,A,3.05,18.0,35419.44,Yes,Region XII,09832089486,Regular
2021-04502,Charles,Barajas,charles.barajas@school.edu.ph,24.0,2nd Year,BS Education,B,1.3,21.0,45351.52,No,Region I,09840309605,Regular
2021-07906,Teresa,Charles,teresa.charles@school.edu.ph,16.0,4th Year,BS Accountancy,A,1.09,21.0,39969.44,No,Region III,09623322450,Irregular
2021-05398,Marc,Roberts,marc.roberts@school.edu.ph,25.0,2nd Year,BS Accountancy,A,,18.0,30090.06,No,CAR,09104500357,Irregular
2021-09418,Tammy,Robertson,tammy.robertson@school.edu.ph,22.0,1st Year,BS Information Technology,B,1.51,24.0,55418.13,No,Region II,09334751948,Regular
2021-02788,Christopher,Murphy,christopher.murphy@school.edu.ph,26.0,1st Year,BS Nursing,D,1.37,21.0,33320.02,No,Region IV-B,09961854387,REGULAR
2021-08546,Heather,Howard,heather.howard@school.edu.ph,25.0,2nd Year,BS Accountancy,A,1.75,21.0,41942.84,Yes,BARMM,09114810549,Regular
2021-06353,Matthew,Garza,matthew.garza@school.edu.ph,17.0,1st Year,BS Nursing,D,3.23,18.0,37026.63,No,Region X,09441988838,Regular
2021-09216,Laura,Harris,laura.harris@school.edu.ph,18.0,second year,BS Business Administration,B,1.3,18.0,32235.91,No,Region IV-A,09966810433,Irregular
2021-05920,Jordan,Huff,jordan.huff@school.edu.ph,18.0,2nd Year,BS Information Technology,C,2.24,21.0,38353.43,No,Region IV-B,09314764254,regular
2021-09913,Caleb,Carter,caleb.carter@school.edu.ph,17.0,1st Year,BS Tourism,C,1.79,18.0,35538.96,No,Region X,09555712014,Regular
2021-00474,Mia,Crosby,mia.crosby@school.edu.ph,20.0,4th Year,BS Business Administration,A,2.65,21.0,32899.87,No,Region IV-B,09738555982,Returnee
2021-04513,Scott,Taylor,scott.taylor@school.edu.ph,20.0,1st Year,BS Psychology,B,1.45,15.0,29269.8,No,Region VII,09357910663,REGULAR
2021-02325,Mariah,Sanchez,mariah.sanchez@school.edu.ph,22.0,fourth year,BS Civil Engineering,B,1.59,24.0,39111.64,No,Region VIII,09153198929,regular
2021-00041,Rebecca,Medina,rebecca.medina@school.edu.ph,21.0,1st Year,BS Information Technology,D,,18.0,35555.78,No,CAR,09894319323,Regular
2021-05702,Ryan,Hill,ryan.hill@school.edu.ph,17.0,2nd Year,BS Business Administration,A,3.42,21.0,48841.77,No,CAR,09449880532,Regular
2021-06430,Jessica,Mitchell,jessica.mitchell@school.edu.ph,23.0,2nd Year,BS Computer Science,B,1.58,21.0,39156.58,No,NCR,09685464378,Regular
2021-04758,Patrick,Martin,patrick.martin@school.edu.ph,24.0,3rd Year,BS Information Technology,B,1.84,18.0,31454.47,No,Region V,09727436866,TRANSFEREE
2021-01991,Meredith,Bradley,meredith.bradley@school.edu.ph,19.0,3rd Year,BS Psychology,A,2.91,15.0,27627.32,No,Region V,09118132628,REGULAR
2021-07517,Jorge,Munoz,jorge.munoz@school.edu.ph,21.0,1st Year,BS Business Administration,D,3.01,21.0,47739.06,No,Region II,09666807042,irreg
2021-07695,James,Wilson,james.wilson@school.edu.ph,24.0,fourth year,BS Accountancy,A,1.46,21.0,38789.68,No,Region IX,09458120745,Regular
2021-00711,Daniel,Morton,daniel.morton@school.edu.ph,25.0,3rd Year,BS Psychology,A,1.02,21.0,36359.63,No,NCR,09709334500,Regular
2021-02894,Robin,Fletcher,robin.fletcher@school.edu.ph,17.0,3rd Year,BS Architecture,B,3.26,18.0,41981.49,Yes,BARMM,09510706397,Irregular
2021-02881,James,Evans,james.evansschool.edu.ph,18.0,2nd Year,BS Architecture,A,1.57,21.0,41868.99,Yes,Region V,09260689244,Transferee
2021-09836,Krista,Webb,krista.webb@school.edu.ph,21.0,1st Year,BS Tourism,C,3.37,21.0,39968.08,No,NCR,09777382709,Regular
2021-04625,Lori,Smith,lori.smith@school.edu.ph,26.0,4th Year,BS Nursing,B,3.29,18.0,37027.77,No,Region II,09956782979,Regular
2021-02308,Amanda,Scott,amanda.scott@school.edu.ph,22.0,3,BS Architecture,A,,21.0,47095.23,Yes,Region X,09761917495,Regular
2021-06923,Devon,Brown,devon.brown@school.edu.ph,19.0,first year,BS Tourism,C,3.49,18.0,33977.23,Yes,Region IX,09999396143,Regular
2021-08900,Emily,Johnson,emily.johnson@school.edu.ph,22.0,4th Year,BS Nursing,A,3.32,21.0,48624.96,Yes,Region VIII,09264128494,Irregular
2021-05838,Jim,Carter,jim.carter@school.edu.ph,23.0,2nd Year,BS Business Administration,B,3.34,21.0,43557.65,No,Region IV-B,09523513020,Regular
2021-09875,Robert,Jones,robert.jones@school.edu.ph,17.0,2nd Year,BS Business Administration,B,2.51,24.0,39888.8,No,Region V,09298663157,Regular
2021-00651,Brandy,Sanders,brandy.sanders@school.edu.ph,18.0,1st Year,BS Psychology,C,2.83,15.0,28404.96,No,BARMM,09224735136,Regular
2021-05038,Renee,Brennan,renee.brennanschool.edu.ph,23.0,4th Year,BS Information Technology,A,3.4,24.0,48542.2,No,Region VII,09202532181,REGULAR
2021-05912,Erica,Mendez,erica.mendez@school.edu.ph,24.0,4th Year,BS Information Technology,A,1.66,18.0,37739.17,No,Region V,09127272337,Regular
2021-01530,Joseph,Taylor,joseph.taylor@school.edu.ph,26.0,2nd Year,BS Information Technology,A,1.19,21.0,33988.77,No,CAR,09889148911,Regular
2021-06961,Annette,Baker,annette.baker@school.edu.ph,26.0,Second Year,BS Education,A,2.1,18.0,36066.76,No,Region XII,09245641613,Irregular
2021-00762,Michael,Valdez,michael.valdez@school.edu.ph,19.0,1st Year,BS Nursing,D,2.4,21.0,38947.32,No,Region IV-B,09296683608,IRREGULAR
2021-09082,Kimberly,Morales,kimberly.morales@school.edu.ph,20.0,2nd Year,BS Accountancy,C,2.23,21.0,37570.95,No,Region IV-B,09768788197,Irregular
2021-02129,Robert,Mcdonald,robert.mcdonald@school.edu.ph,18.0,4th Year,BS Accountancy,B,2.81,24.0,49855.94,Yes,Region XII,09484134039,REGULAR
2021-01676,Edward,Wilson,edward.wilson@school.edu.ph,22.0,1st Year,BS Civil Engineering,C,3.27,18.0,28493.68,No,Region I,09870307182,reg
2021-08161,Evan,Sullivan,evan.sullivan@school.edu.ph,24.0,4,BS Psychology,B,1.4,18.0,42933.76,No,CAR,09473512658,Regular
2021-02010,Monica,Thompson,monica.thompson@school.edu.ph,19.0,2nd Year,BS Business Administration,C,3.19,18.0,31887.38,No,BARMM,09297710689,REG
2021-01471,Stephanie,Grant,stephanie.grant@school.edu.ph,25.0,2nd Year,BS Education,A,1.24,15.0,35576.42,Yes,Region II,09373520394,Regular
2021-08039,Alicia,Murray,alicia.murray@school.edu.ph,16.0,2nd Year,BS Computer Science,A,2.22,21.0,32663.49,No,Region II,09622012269,Irregular
2021-03645,Austin,Wood,austin.wood@school.edu.ph,23.0,Year 3,BS Civil Engineering,A,1.87,18.0,44014.58,No,NCR,09370652738,Regular
2021-03183,Kathryn,Arias,kathryn.arias@school.edu.ph,18.0,1st Year,BS Psychology,D,,21.0,47912.9,No,Region XI,09398162084,Regular
2021-02103,Mario,Lynch,mario.lynch@school.edu.ph,16.0,1st Year,BS Accountancy,B,2.66,18.0,31009.53,No,Region X,09559689340,Irregular
2021-07301,Charles,Velez,charles.velez@school.edu.ph,18.0,1st Year,BS Accountancy,C,2.1,18.0,43647.24,No,CAR,09401303803,Irregular
2021-00774,Joseph,Mitchell,joseph.mitchell@school.edu.ph,25.0,second year,BS Psychology,B,3.28,18.0,30110.21,No,Region XI,09920275276,Irregular
2021-05968,Catherine,Coleman,catherine.coleman@school.edu.ph,23.0,1st Year,BS Civil Engineering,A,3.3,21.0,51948.14,No,Region VII,09999036895,Regular
2021-07736,Eugene,Shaffer,eugene.shaffer@school.edu.ph,19.0,3rd Year,BS Accountancy,A,2.2,18.0,28789.75,No,Region III,09342120897,Irregular
2021-06759,Eric,Taylor,eric.taylor@school.edu.ph,25.0,4th Year,BS Information Technology,A,3.21,15.0,25426.87,No,Region VII,09144212790,Irregular
2021-08984,Alexander,Beltran,alexander.beltran@school.edu.ph,20.0,2nd Year,BS Business Administration,C,1.97,21.0,39694.69,Yes,Region II,09568995799,Regular
2021-04371,Rachel,Rogers,rachel.rogers@school.edu.ph,21.0,1st Year,BS Psychology,B,1.96,21.0,33833.56,No,Region XI,09843088832,Regular
2021-02394,Alexandra,Case,alexandra.case@school.edu.ph,21.0,1st Year,BS Education,D,1.84,21.0,34536.01,Yes,BARMM,09406111860,REGULAR
2021-01009,Bobby,Johnson,bobby.johnson@school.edu.ph,23.0,1st Year,BS Business Administration,A,1.57,18.0,42854.49,No,Region IX,09836613394,reg
2021-04865,Robert,Aguilar,robert.aguilar@school.edu.ph,19.0,1st Year,BS Civil Engineering,D,1.78,18.0,42435.83,Yes,BARMM,09394549990,transferee
2021-01077,Frank,Charles,frank.charles@school.edu.ph,18.0,SECOND YEAR,BS Psychology,B,1.6,18.0,27475.48,No,Region VIII,09178252732,Regular
2021-03205,Courtney,Watson,courtney.watson@school.edu.ph,22.0,3rd Year,BS Education,B,1.07,18.0,43985.23,No,Region III,09900073006,Regular
2021-02087,Kimberly,Lynn,kimberly.lynn@school.edu.ph,19.0,1st Year,BS Accountancy,C,1.89,18.0,39575.26,No,Region XII,09397264190,Regular
2021-09721,Janice,Ward,janice.ward@school.edu.ph,24.0,3rd Year,BS Nursing,A,1.39,21.0,43891.01,No,Region VIII,09939446370,Regular
2021-00407,Gwendolyn,Jones,gwendolyn.jones@school.edu.ph,17.0,2nd Year,BS Psychology,B,2.68,18.0,42827.36,No,Region X,09388691122,Irregular
2021-03513,Stacey,Rodriguez,stacey.rodriguez@school.edu.ph,18.0,4th Year,BS Business Administration,E,3.29,21.0,50078.24,No,Region X,09652729718,reg
2021-09618,Audrey,White,audrey.white@school.edu.ph,22.0,4th Year,BS Architecture,A,2.56,24.0,44866.29,No,Region II,09684349478,Regular
2021-02550,Jeffrey,Green,jeffrey.green@school.edu.ph,25.0,1st Year,BS Information Technology,D,3.28,18.0,39887.49,Yes,Region V,09432889352,Regular
2021-07627,Lindsay,Weeks,lindsay.weeks@school.edu.ph,19.0,4th Year,BS Information Technology,B,,24.0,43135.2,Yes,Region I,09608801224,Regular
2021-08943,Michael,Gomez,michael.gomez@school.edu.ph,26.0,4th Year,BS Computer Science,A,3.25,18.0,42662.31,No,Region IV-A,09250705917,Regular
2021-07184,Rebecca,Sanchez,rebecca.sanchez@school.edu.ph,21.0,3rd Year,BS Civil Engineering,B,1.1,15.0,29925.53,No,BARMM,09792778048,Irregular
2021-00038,Ernest,Williams,ernest.williams@school.edu.ph,19.0,1st Year,BS Tourism,C,2.39,18.0,39317.87,No,Region XI,09800301972,Regular
2021-09487,Joshua,Whitehead,joshua.whitehead@school.edu.ph,25.0,1st Year,BS Architecture,C,3.28,18.0,36588.67,No,Region VI,09512639684,Regular
2021-02874,Leslie,Hayes,leslie.hayes@school.edu.ph,24.0,Year 2,BS Education,A,2.7,18.0,42847.71,No,Region VII,09698671532,Regular
2021-07011,Thomas,Davis,thomas.davis@school.edu.ph,22.0,first year,BS Computer Science,D,,21.0,37089.72,No,Region III,09125845386,Regular
2021-08475,Russell,Reeves,russell.reeves@school.edu.ph,19.0,4th Year,BS Computer Science,B,2.19,18.0,42922.41,No,CAR,09601289396,reg
2021-00873,Erin,Mcintosh,erin.mcintosh@school.edu.ph,16.0,3rd Year,BS Civil Engineering,B,2.5,21.0,PHP 39282.94,No,Region XII,09578013983,regular
2021-02752,Bruce,Atkinson,bruce.atkinson@school.edu.ph,21.0,3rd Year,BS Education,A,3.12,18.0,35963.05,No,CAR,09782966696,Transferee
2021-01945,Laura,Mccullough,laura.mccullough@school.edu.ph,17.0,3rd Year,BS Nursing,B,1.36,15.0,33563.72,No,Region III,09115203610,Regular
2021-04624,John,Haley,john.haley@school.edu.ph,22.0,THIRD YEAR,BS Business Administration,A,1.23,18.0,40549.09,Yes,BARMM,09458134077,Irregular
2021-02001,Robert,Ford,robert.ford@school.edu.ph,26.0,First Year,BS Business Administration,D,1.9,21.0,34257.55,,Region II,09819786007,Regular
2021-03182,Robin,Ponce,ROBIN.PONCE@SCHOOL.EDU.PH,26.0,first year,BS Psychology,A,1.17,18.0,32694.36,No,Region II,09758167504,Regular
2021-07778,Mark,Smith,mark.smith@school.edu.ph,20.0,3rd Year,BS Business Administration,B,2.9,15.0,25707.57,No,Region V,09953394816,Regular
2021-05183,Christopher,Ware,christopher.ware@school.edu.ph,16.0,1st Year,BS Business Administration,A,2.06,18.0,42501.23,No,Region XI,09549856928,Reg
2021-08316,Brooke,Wilkins,brooke.wilkins@school.edu.ph,21.0,Year 1,BS Psychology,D,1.42,21.0,39450.29,Yes,Region IV-B,09152802358,Regular
2021-07687,Melissa,Johnson,melissa.johnson@school.edu.ph,26.0,3rd Year,BS Civil Engineering,B,2.1,21.0,43356.2,No,NCR,09913433877,Irregular
2021-09057,Aimee,Maddox,aimee.maddox@school.edu.ph,21.0,4th Year,BS Tourism,A,1.35,21.0,43073.75,No,CAR,09789601604,Regular
2021-04152,Taylor,Diaz,taylor.diaz@school.edu.ph,23.0,1st Year,BS Civil Engineering,C,1.93,24.0,36585.03,Yes,Region II,09523659676,Irregular
2021-02154,Matthew,Knight,matthew.knight@school.edu.ph,20.0,Fourth Year,BS Psychology,A,2.39,24.0,48225.3,Yes,CAR,09260708160,Regular
2021-08441,Tonya,Martinez,tonya.martinez@school.edu.ph,21.0,1st Year,BS Information Technology,A,3.45,21.0,48444.41,No,Region VI,09447470858,Regular
2021-04059,Diana,Hobbs,diana.hobbs@school.edu.ph,21.0,4th Year,BS Computer Science,B,2.15,18.0,34422.64,No,Region X,09382063522,irreg
2021-09678,Kiara,Lee,kiara.leeschool.edu.ph,26.0,1st Year,BS Information Technology,C,2.33,15.0,27438.43,Yes,Region VIII,09727662783,Regular
2021-07314,Kevin,Duran,kevin.duran@school.edu.ph,17.0,2nd Year,BS Psychology,A,1.12,18.0,30467.6,No,Region XII,09660408053,Regular
2021-08511,Dawn,Thomas,dawn.thomas@school.edu.ph,24.0,1st Year,BS Architecture,C,1.01,24.0,39526.04,No,Region I,09408876810,Regular
2021-05726,Bradley,Martin,bradley.martin@school.edu.ph,18.0,3rd Year,BS Accountancy,A,2.61,18.0,27801.56,No,Region XI,09444619174,Irregular
2021-07793,Kristen,Murphy,kristen.murphy@school.edu.ph,22.0,2,BS Education,C,2.04,21.0,38213.89,No,Region VII,09585215053,Regular
2021-07494,Sean,Williams,sean.williams@school.edu.ph,17.0,2nd Year,BS Education,C,1.63,21.0,44328.1,No,Region XII,09755965039,Reg
2021-08813,Sally,Tran,sally.tran@school.edu.ph,18.0,4th Year,BS Business Administration,A,2.12,18.0,43887.84,No,BARMM,09288039131,reg
2021-08159,Alicia,Salazar,ALICIA.SALAZAR@SCHOOL.EDU.PH,21.0,SECOND YEAR,BS Civil Engineering,C,3.02,18.0,39857.76,No,Region I,09739137271,Regular
2021-03669,Richard,Martinez,richard.martinez@school.edu.ph,20.0,1st Year,BS Tourism,A,3.34,18.0,38634.54,No,Region X,09447470668,REGULAR
2021-02849,Christie,Mckay,christie.mckay@school.edu.ph,17.0,2nd Year,BS Business Administration,B,1.58,21.0,36489.68,Yes,Region IV-B,09478517380,Regular
2021-07316,Christine,Stark,christine.stark@school.edu.ph,26.0,4th Year,BS Business Administration,A,1.31,21.0,52131.86,No,CAR,09981885908,Transferee
2021-03685,Erin,Mitchell,erin.mitchell@school.edu.ph,18.0,3rd Year,BS Nursing,B,1.27,18.0,37728.71,No,CAR,09456251669,Regular
2021-03178,Anthony,Scott,anthony.scott@school.edu.ph,21.0,4th Year,BS Accountancy,B,3.26,18.0,36499.56,No,CAR,09536208983,irreg
2021-01844,Janice,Murphy,janice.murphy@school.edu.ph,16.0,3rd Year,BS Business Administration,B,3.32,18,41002.55,No,Region XII,09773822947,Regular
2021-02944,Michelle,Bailey,michelle.bailey@school.edu.ph,24.0,3,BS Psychology,B,2.82,18.0,41828.37,Yes,CAR,09769922606,Regular
2021-04144,Jorge,Shaw,jorge.shaw@school.edu.ph,26.0,4th Year,BS Nursing,B,2.81,24.0,47125.96,No,NCR,09112765430,Regular
2021-09587,Nancy,Nelson,nancy.nelson@school.edu.ph,16.0,1st Year,BS Architecture,A,1.21,21.0,52335.33,No,Region XI,,Regular
2021-09817,Thomas,Parks,thomas.parks@school.edu.ph,26.0,SECOND YEAR,BS Civil Engineering,C,3.41,24.0,59595.79,No,BARMM,09616879006,REG
2021-01592,Cathy,Carroll,cathy.carroll@school.edu.ph,21.0,4th Year,BS Psychology,B,3.22,21.0,42079.37,Yes,Region I,09497064285,regular
2021-05280,Amber,Rollins,amber.rollins@school.edu.ph,26.0,2nd Year,BS Psychology,A,3.04,21.0,50755.6,No,Region VIII,09436303462,Regular
2021-04620,Kathryn,Gutierrez,kathryn.gutierrez@school.edu.ph,20.0,4,BS Tourism,B,3.19,21.0,32885.19,No,Region XII,09202842658,Regular
2021-03982,Rebecca,Friedman,rebecca.friedman@school.edu.ph,26.0,3rd Year,BS Tourism,A,1.8,18.0,30614.57,No,Region XI,09191251281,irreg
2021-01067,Chelsey,Hernandez,chelsey.hernandez@school.edu.ph,17.0,1st Year,BS Civil Engineering,B,2.02,21.0,48547.42,No,Region I,09268765947,Irregular
2021-03680,Sharon,,sharon.espinoza@school.edu.ph,22.0,2nd Year,BS Tourism,A,1.3,18.0,33939.14,Yes,Region VI,,reg
2021-03343,Kelly,Knight,kelly.knight@school.edu.ph,18.0,3rd Year,BS Tourism,A,1.34,15.0,28957.77,No,CAR,09876692943,reg
2021-03428,Cody,Sanchez,cody.sanchez@school.edu.ph,18.0,3rd Year,BS Business Administration,B,1.81,21.0,43082.19,Yes,NCR,09577103916,Irregular
2021-05540,Kimberly,Hoffman,kimberly.hoffman@school.edu.ph,17.0,2nd Year,BS Accountancy,C,2.81,24.0,39145.22,No,Region VI,09312563819,Irregular
2021-09151,Chris,Krueger,chris.krueger@school.edu.ph,17.0,2nd Year,BS Nursing,A,3.18,21.0,44558.6,No,Region II,09680665526,Irregular
